Date,Close
2005-10-10,1.0
2005-10-11,1.0137917051148895
2005-10-12,1.0103448133174988
2005-10-13,1.0068937835947813
2005-10-14,1.0172385969122801
2005-10-17,1.0344813317498873
2005-10-18,1.0344813317498873
2005-10-19,1.0275834102297792
2005-10-20,1.0413792532699955
2005-10-21,1.0344813317498873
2005-10-24,1.0275834102297792
2005-10-25,1.0344813317498873
2005-10-26,1.0482730368647768
2005-10-27,1.0482730368647768
2005-10-28,1.0482730368647768
2005-10-31,1.0482730368647768
2005-11-01,1.0482730368647768
2005-11-02,1.0448261450673861
2005-11-03,1.0482730368647768
2005-11-04,1.0448261450673861
2005-11-07,1.0448261450673861
2005-11-08,1.037928223547278
2005-11-09,1.0482730368647768
2005-11-10,1.0931033198574898
2005-11-11,1.1379294649248761
2005-11-14,1.1241377598099864
2005-11-15,1.1241377598099864
2005-11-16,1.1172398382898783
2005-11-17,1.1517211700397656
2005-11-18,1.1310315434047677
2005-11-21,1.1517211700397656
2005-11-22,1.1517211700397656
2005-11-23,1.1586190915598737
2005-11-24,1.165517013079982
2005-11-25,1.1586190915598737
2005-11-28,1.1620659833572644
2005-11-29,1.1862066397149797
2005-11-30,1.220687971464867
2005-12-01,1.2413775980998647
2005-12-02,1.2275858929849752
2005-12-05,1.2689651462549707
2005-12-06,1.2482755196199729
2005-12-07,1.2275858929849752
2005-12-08,1.2172410796674764
2005-12-09,1.2275858929849752
2005-12-12,1.220687971464867
2005-12-13,1.210343158147368
2005-12-14,1.2068962663499774
2005-12-15,1.2413775980998647
2005-12-16,1.220687971464867
2005-12-19,1.2344796765797565
2005-12-20,1.2413775980998647
2005-12-21,1.2448244898972554
2005-12-22,1.2551693032147544
2005-12-23,1.2689651462549707
2005-12-27,1.2827568513698602
2005-12-28,1.275858929849752
2005-12-29,1.3103443995249662
2005-12-30,1.275858929849752
2006-01-02,1.2413775980998647
2006-01-03,1.2620672247348625
2006-01-04,1.2965485564847499
2006-01-05,1.331034026159964
2006-01-09,1.3241361046398556
2006-01-10,1.2827568513698602
2006-01-11,1.2689651462549707
2006-01-12,1.2999995862074674
2006-01-13,1.2827568513698602
2006-01-16,1.2827568513698602
2006-01-17,1.2965485564847499
2006-01-18,1.275858929849752
2006-01-19,1.2689651462549707
2006-01-20,1.2689651462549707
2006-01-23,1.2551693032147544
2006-01-24,1.2310327847823659
2006-01-25,1.2310327847823659
2006-01-26,1.237930706302474
2006-01-27,1.2448244898972554
2006-01-30,1.2482755196199729
2006-01-31,1.2655141165322532
2006-02-01,1.2689651462549707
2006-02-02,1.2827568513698602
2006-02-03,1.2862037431672508
2006-02-06,1.2862037431672508
2006-02-07,1.275858929849752
2006-02-08,1.2551693032147544
2006-02-09,1.2586203329374719
2006-02-10,1.2689651462549707
2006-02-13,1.2689651462549707
2006-02-14,1.2655141165322532
2006-02-15,1.275858929849752
2006-02-16,1.2827568513698602
2006-02-17,1.2827568513698602
2006-02-20,1.2862037431672508
2006-02-21,1.3137912913223568
2006-02-22,1.3103443995249662
2006-02-23,1.3137912913223568
2006-02-24,1.3448257312748535
2006-02-27,1.3517236527949616
2006-02-28,1.3793070630247408
2006-03-01,1.3655153579098511
2006-03-02,1.3655153579098511
2006-03-03,1.358617436389743
2006-03-06,1.3379278097547453
2006-03-07,1.2896547728899685
2006-03-08,1.275858929849752
2006-03-09,1.2413775980998647
2006-03-10,1.2724120380523614
2006-03-13,1.2620672247348625
2006-03-14,1.2827568513698602
2006-03-15,1.331034026159964
2006-03-16,1.3379278097547453
2006-03-17,1.3379278097547453
2006-03-20,1.3344809179573547
2006-03-21,1.3413788394774628
2006-03-22,1.358617436389743
2006-03-23,1.3448257312748535
2006-03-24,1.3517236527949616
2006-03-27,1.3379278097547453
2006-03-28,1.3413788394774628
2006-03-29,1.3344809179573547
2006-03-30,1.3379278097547453
2006-03-31,1.3275829964372463
2006-04-03,1.3413788394774628
2006-04-04,1.3413788394774628
2006-04-05,1.3275829964372463
2006-04-06,1.3344809179573547
2006-04-07,1.3448257312748535
2006-04-10,1.3482726230722442
2006-04-11,1.3482726230722442
2006-04-12,1.3448257312748535
2006-04-13,1.3448257312748535
2006-04-18,1.3448257312748535
2006-04-19,1.3517236527949616
2006-04-20,1.3517236527949616
2006-04-21,1.3517236527949616
2006-04-24,1.3448257312748535
2006-04-25,1.3448257312748535
2006-04-26,1.3448257312748535
2006-04-27,1.331034026159964
2006-04-28,1.3413788394774628
2006-05-02,1.3172381831197475
2006-05-03,1.3241361046398556
2006-05-04,1.3241361046398556
2006-05-05,1.3241361046398556
2006-05-08,1.3241361046398556
2006-05-09,1.3448257312748535
2006-05-10,1.3551705445923523
2006-05-11,1.3620684661124605
2006-05-12,1.3275829964372463
2006-05-15,1.2965485564847499
2006-05-16,1.303446478004858
2006-05-17,1.303446478004858
2006-05-18,1.2620672247348625
2006-05-19,1.275858929849752
2006-05-22,1.2310327847823659
2006-05-23,1.2413775980998647
2006-05-24,1.2413775980998647
2006-05-26,1.275858929849752
2006-05-29,1.2724120380523614
2006-05-30,1.2689651462549707
2006-05-31,1.2827568513698602
2006-06-01,1.2827568513698602
2006-06-02,1.2551693032147544
2006-06-05,1.2482755196199729
2006-06-07,1.2172410796674764
2006-06-08,1.213790049944759
2006-06-12,1.1724107966747632
2006-06-13,1.165517013079982
2006-06-14,1.1724107966747632
2006-06-15,1.220687971464867
2006-06-16,1.2068962663499774
2006-06-19,1.2241348632622577
2006-06-20,1.2068962663499774
2006-06-21,1.2172410796674764
2006-06-22,1.213790049944759
2006-06-26,1.2068962663499774
2006-06-27,1.1793087181948716
2006-06-28,1.1724107966747632
2006-06-29,1.1724107966747632
2006-06-30,1.1862066397149797
2006-07-03,1.210343158147368
2006-07-04,1.193100423309761
2006-07-05,1.193100423309761
2006-07-06,1.2034452366272599
2006-07-07,1.2034452366272599
2006-07-10,1.1999983448298692
2006-07-11,1.2172410796674764
2006-07-12,1.2344796765797565
2006-07-13,1.213790049944759
2006-07-14,1.2068962663499774
2006-07-17,1.193100423309761
2006-07-18,1.1862066397149797
2006-07-19,1.220687971464867
2006-07-20,1.193100423309761
2006-07-21,1.1517211700397656
2006-07-24,1.2034452366272599
2006-07-25,1.1793087181948716
2006-07-26,1.1862066397149797
2006-07-27,1.1862066397149797
2006-07-28,1.1793087181948716
2006-07-31,1.2068962663499774
2006-08-01,1.1862066397149797
2006-08-02,1.1896535315123704
2006-08-03,1.1827556099922623
2006-08-04,1.193100423309761
2006-08-07,1.2034452366272599
2006-08-08,1.1999983448298692
2006-08-09,1.1999983448298692
2006-08-10,1.1999983448298692
2006-08-11,1.2068962663499774
2006-08-14,1.213790049944759
2006-08-15,1.2482755196199729
2006-08-16,1.2344796765797565
2006-08-17,1.1999983448298692
2006-08-18,1.2344796765797565
2006-08-21,1.2448244898972554
2006-08-22,1.2413775980998647
2006-08-23,1.2448244898972554
2006-08-24,1.237930706302474
2006-08-25,1.2413775980998647
2006-08-28,1.220687971464867
2006-08-29,1.213790049944759
2006-08-30,1.1965514530324786
2006-08-31,1.2241348632622577
2006-09-01,1.2241348632622577
2006-09-04,1.2551693032147544
2006-09-05,1.2965485564847499
2006-09-06,1.358617436389743
2006-09-07,1.3551705445923523
2006-09-08,1.3620684661124605
2006-09-11,1.3724132794299595
2006-09-12,1.358617436389743
2006-09-13,1.3448257312748535
2006-09-14,1.3379278097547453
2006-09-15,1.3379278097547453
2006-09-18,1.3413788394774628
2006-09-19,1.368962249707242
2006-09-20,1.3655153579098511
2006-09-21,1.3344809179573547
2006-09-22,1.3344809179573547
2006-09-25,1.331034026159964
2006-09-26,1.331034026159964
2006-09-27,1.3379278097547453
2006-09-28,1.3517236527949616
2006-09-29,1.3758601712273502
2006-10-02,1.3724132794299595
2006-10-03,1.3620684661124605
2006-10-04,1.3655153579098511
2006-10-05,1.358617436389743
2006-10-06,1.3655153579098511
2006-10-09,1.3551705445923523
2006-10-10,1.3379278097547453
2006-10-11,1.3137912913223568
2006-10-12,1.3137912913223568
2006-10-13,1.3103443995249662
2006-10-16,1.3103443995249662
2006-10-17,1.3068933698022487
2006-10-18,1.2965485564847499
2006-10-19,1.2896547728899685
2006-10-20,1.2896547728899685
2006-10-23,1.2931016646873592
2006-10-24,1.2862037431672508
2006-10-25,1.2896547728899685
2006-10-26,1.2827568513698602
2006-10-27,1.2862037431672508
2006-10-30,1.2827568513698602
2006-10-31,1.2724120380523614
2006-11-01,1.2793099595724695
2006-11-02,1.275858929849752
2006-11-03,1.3137912913223568
2006-11-06,1.3413788394774628
2006-11-07,1.358617436389743
2006-11-08,1.3551705445923523
2006-11-09,1.3551705445923523
2006-11-10,1.3379278097547453
2006-11-13,1.155172199762483
2006-11-14,1.1620659833572644
2006-11-15,1.1379294649248761
2006-11-16,1.1448273864449843
2006-11-17,1.1448273864449843
2006-11-20,1.1413763567222668
2006-11-21,1.1413763567222668
2006-11-22,1.1379294649248761
2006-11-23,1.1344825731274852
2006-11-24,1.120686730087269
2006-11-27,1.1172398382898783
2006-11-28,1.1068950249723795
2006-11-29,1.127584651607377
2006-11-30,1.1310315434047677
2006-12-01,1.1137929464924876
2006-12-04,1.0999971034522713
2006-12-05,1.0965502116548804
2006-12-06,1.120686730087269
2006-12-07,1.1413763567222668
2006-12-08,1.1586190915598737
2006-12-11,1.1793087181948716
2006-12-12,1.1827556099922623
2006-12-13,1.1862066397149797
2006-12-14,1.1827556099922623
2006-12-15,1.1862066397149797
2006-12-18,1.1965514530324786
2006-12-19,1.2068962663499774
2006-12-20,1.2517224114173637
2006-12-21,1.2551693032147544
2006-12-22,1.2965485564847499
2006-12-27,1.2965485564847499
2006-12-28,1.3379278097547453
2006-12-29,1.386204984544849
2007-01-02,1.3655153579098511
2007-01-03,1.3965497978623478
2007-01-04,1.4068946111798468
2007-01-05,1.4172394244973456
2007-01-08,1.413792532699955
2007-01-09,1.4068946111798468
2007-01-10,1.4206863162947363
2007-01-11,1.4275842378148444
2007-01-12,1.4241373460174538
2007-01-15,1.5482751058274402
2007-01-16,1.5999991724149347
2007-01-17,1.5586199191449392
2007-01-18,1.5758585160572194
2007-01-19,1.5586199191449392
2007-01-22,1.5793095457799369
2007-01-23,1.5586199191449392
2007-01-24,1.5517219976248309
2007-01-25,1.5586199191449392
2007-01-26,1.5068958525574447
2007-01-29,1.541377184307332
2007-01-30,1.4931000095172284
2007-01-31,1.4793083044023387
2007-02-01,1.458618677767341
2007-02-02,1.4655165992874493
2007-02-05,1.4482738644498423
2007-02-06,1.441375942929734
2007-02-07,1.4551717859699504
2007-02-08,1.4172394244973456
2007-02-09,1.4241373460174538
2007-02-12,1.4379290511323433
2007-02-13,1.4206863162947363
2007-02-14,1.441375942929734
2007-02-15,1.4275842378148444
2007-02-16,1.458618677767341
2007-02-19,1.475861412604948
2007-02-20,1.475861412604948
2007-02-21,1.451720756247233
2007-02-22,1.431031129612235
2007-02-23,1.4275842378148444
2007-02-26,1.3655153579098511
2007-02-27,1.2965485564847499
2007-02-28,1.275858929849752
2007-03-01,1.2620672247348625
2007-03-02,1.2275858929849752
2007-03-05,1.1965514530324786
2007-03-06,1.1793087181948716
2007-03-07,1.2172410796674764
2007-03-08,1.320689212842465
2007-03-09,1.2827568513698602
2007-03-12,1.2620672247348625
2007-03-13,1.2068962663499774
2007-03-14,1.155172199762483
2007-03-15,1.1724107966747632
2007-03-16,1.1827556099922623
2007-03-19,1.1999983448298692
2007-03-20,1.213790049944759
2007-03-21,1.213790049944759
2007-03-22,1.2275858929849752
2007-03-23,1.2344796765797565
2007-03-26,1.2172410796674764
2007-03-27,1.213790049944759
2007-03-28,1.2034452366272599
2007-03-29,1.2068962663499774
2007-03-30,1.2172410796674764
2007-04-02,1.2413775980998647
2007-04-03,1.2689651462549707
2007-04-04,1.2344796765797565
2007-04-05,1.2241348632622577
2007-04-10,1.2413775980998647
2007-04-11,1.2310327847823659
2007-04-12,1.220687971464867
2007-04-13,1.193100423309761
2007-04-16,1.1827556099922623
2007-04-17,1.1862066397149797
2007-04-18,1.175861826397481
2007-04-19,1.165517013079982
2007-04-20,1.193100423309761
2007-04-23,1.175861826397481
2007-04-24,1.1862066397149797
2007-04-25,1.1793087181948716
2007-04-26,1.1827556099922623
2007-04-27,1.1862066397149797
2007-04-30,1.1862066397149797
2007-05-02,1.1586190915598737
2007-05-03,1.1379294649248761
2007-05-04,1.148274278242375
2007-05-07,1.148274278242375
2007-05-08,1.1448273864449843
2007-05-09,1.1448273864449843
2007-05-10,1.1448273864449843
